"comm_code","comm_name","hh_tot","hh_reg","totpop","males","females","density","urban","fheads","sexratio","avg_hs","malbl15","mal1019","mal1564","mal65ov","fembl15","fem1019","fem1564","fem65ov","popbl15","pop1019","pop1564","pop65ov","fem1549","totmed","malmed","femmed","dependency","cw_ratio","buddhist","muslim","christian","oth_rel","smam_t","smam_m","smam_f","t_nevmar","t_married","t_widow","t_divsep","m_nevmar","m_married","m_widow","m_divsep","f_nevmar","f_married","f_widow","f_divsep","t_lit15","m_lit15","f_lit15","t_attend","m_attend","f_attend","m_noeduc","m_pnc","m_prim","m_lowsec","m_sec","m_high","f_noeduc","f_pnc","f_prim","f_lowsec","f_sec","f_high","m25_no","m25_pnc","m25_prim","m25_ls","m25_sec","m25_high","f25_no","f25_pnc","f25_prim","f25_ls","f25_sec","f25_high","m_see","m_speak","m_hear","m_move","m_mental","f_see","f_speak","f_hear","f_move","f_mental","t_active","m_active","f_active","t_primsec","t_secsec","t_tersec","m_primsec","m_secsec","m_tersec","f_primsec","f_secsec","f_tersec","t_uer","m_uer","f_uer","d_own","d_rent","d_free","d_oth","l_city","l_gen","l_cg","l_kero","l_cand","l_batt","l_oth","f_fire","f_char","f_keros","f_lpg","f_elec","f_none","f_oth","t_not","t_sew","t_sep","t_pit","t_oth","w_piped","w_tubed","w_protect","w_unprot","w_rain","w_spring","w_bought","w_other","wl_within","wl_near","wl_away","area","note","last_update"
"170607","Saen Sokh","1599","1597","7757","3741","4016","123.4","0","23.6","93.2","4.8","1563","1053","2125","53","1360","999","2553","103","2923","2052","4678","156","2186","18.9","17.2","20.4","65.8","387.5","7755","2","0","0","22.9","23.1","22.7","30.8","62.3","5.7","1.2","33.1","64.6","1.7","0.5","28.9","60.4","9","1.7","31.92","43.76","22.21","19.09","21.93","16.51","58","1049","225","126","2","0","38","731","154","72","0","0","18","290","71","69","1","0","19","151","26","34","0","0","9","11","0","22","5","10","9","0","10","7","70.27","67.09","73.14","98.51","0.09","1.4","97.48","0.19","2.32","99.36","0.6","0.64","0.33","0.24","0.4","1562","2","31","2","36","5","2","1506","2","46","0","1529","5","55","7","1","0","0","1571","8","0","18","0","9","139","72","1212","0","156","0","9","66","406","1125","62.837","","2014-03-28 17:48:52"
"120514","Sak Sampov","538","536","2588","1264","1324","448.3","0","35.6","95.5","4.8","416","353","815","33","383","285","858","83","799","638","1673","116","713","21.3","19.7","23","54.7","396.9","2587","0","0","1","22.4","23.8","21.3","30.5","57.5","8.1","3.9","37.1","60.3","1.3","1.3","24.4","55","14.2","6.3","85.47","93.63","78.11","26.13","30.82","21.7","11","286","417","266","6","4","9","412","342","143","3","0","7","88","219","144","3","2","7","220","157","65","0","0","4","0","1","12","5","2","0","0","10","0","67.28","65.12","69.33","70.26","16.15","13.59","69.4","11.21","19.4","71.01","20.51","8.48","0.34","0.57","0.13","518","3","15","0","1","51","2","43","1","438","0","522","8","2","3","1","0","0","301","24","207","4","0","3","159","51","28","0","295","0","0","87","296","153","5.77249","","2014-03-28 17:48:52"
"171004","Sala Kamraeuk","5071","4996","26252","13015","13237","3123.6","100","26.3","98.3","5.1","3599","3027","9145","271","3485","3122","9171","581","7084","6149","18316","852","8032","22.2","21.9","22.5","43.3","293.3","26054","73","72","53","26.1","27.7","24.4","42.4","51.7","4.3","1.7","48","50.6","0.8","0.7","36.9","52.7","7.7","2.7","92.24","96.01","88.6","30.57","33.51","27.71","422","2896","2542","3794","476","644","564","3633","2758","2811","327","308","221","1146","1211","2072","342","412","345","1796","1296","1351","208","147","38","10","13","74","19","44","14","12","70","20","57.39","63.28","51.67","4.32","15.75","79.93","4.34","19.9","75.76","4.31","9.96","85.74","12.46","6.12","19.99","3337","1445","203","11","4663","103","55","117","10","48","0","1544","1338","16","1957","78","54","9","462","1317","3163","30","24","1106","3596","95","36","1","2","137","23","4098","700","198","8.40429","","2014-03-28 17:48:52"
"240201","Sala Krau","1158","1153","5589","2843","2746","95","0","12.1","103.5","4.8","1039","755","1741","63","1046","691","1631","69","2085","1446","3372","132","1443","19","19","18.9","65.7","467.1","5548","1","40","0","22.9","24.1","21.7","29.4","65.3","3.7","1.5","34.3","63.4","1.4","1","24.3","67.4","6.2","2.1","67.61","76.16","58.53","22.98","23.37","22.57","21","1044","459","193","2","0","24","937","276","108","2","0","4","447","232","128","2","0","8","362","82","60","1","0","13","2","4","52","3","9","2","1","7","0","67.06","68.16","65.9","89.48","2.66","7.86","88.28","3.13","8.58","90.8","2.15","7.06","2.03","1.36","2.76","1047","17","84","5","113","8","21","779","22","210","0","1014","121","1","16","0","1","0","1004","27","60","62","0","6","204","22","53","4","535","227","102","127","553","473","58.844","","2014-03-28 17:48:52"
"060405","Sala Visai","2619","2606","13215","6500","6715","33.3","0","20.9","96.8","5","2779","1762","3562","159","2622","1747","3833","260","5401","3509","7395","419","3348","17.6","16.7","18.4","78.7","507.5","12975","10","229","1","23.3","24.5","22.1","31.8","60.6","5.8","1.8","36.4","61.6","1.2","0.8","27.7","59.7","9.9","2.7","51.6","64.61","39.78","28.84","30.79","26.99","28","1962","890","453","17","4","18","1627","699","210","9","1","10","724","343","199","7","4","13","507","155","47","3","1","20","6","13","115","8","24","5","11","51","8","61.22","61.12","61.31","90.03","1.45","8.52","86.81","1.58","11.61","93.05","1.34","5.61","0.47","0.44","0.5","2544","7","49","6","127","24","50","2004","4","306","91","2514","69","4","12","2","3","2","2378","60","47","115","6","48","309","252","1703","53","21","5","215","1260","660","686","396.621","","2014-03-28 17:48:52"
"190509","Sam'ang","291","291","1525","737","788","4.1","0","6.9","93.5","5.2","299","161","414","24","339","175","428","21","638","336","842","45","370","17.8","18.2","17.6","81.1","602.7","1525","0","0","0","22.4","23.6","21.3","26.2","70.6","1.7","1.6","29.7","68.5","0.5","1.4","22.7","72.6","2.9","1.8","45.89","55.48","36.53","23.76","23.63","23.89","5","246","57","19","0","0","5","208","42","14","0","0","2","112","16","11","0","0","4","61","1","9","0","0","4","0","6","10","4","2","0","9","1","4","69.43","71.33","67.68","95.47","1.19","3.34","92.98","2.18","4.84","97.88","0.24","1.88","0","0","0","280","1","8","2","6","5","2","208","0","10","60","289","0","1","0","0","0","1","269","11","10","1","0","5","155","21","89","0","21","0","0","25","166","100","371.514","","2014-03-28 17:48:52"
"200414","Sambatt Mean Chey","1608","1602","6377","3022","3355","162.1","0","46.3","90.1","4","1111","856","1809","102","1098","727","2096","161","2209","1583","3905","263","1791","20.4","18.6","22.1","63.3","422.7","6374","3","0","0","20.9","22","20.2","24.2","70","4.4","1.4","28.7","69.4","1.2","0.7","20.4","70.4","7.2","2","66.51","82.73","52.77","25.27","30.93","20.19","25","1160","571","231","19","0","47","1105","347","87","2","0","10","554","240","131","14","0","28","488","97","63","1","0","7","1","0","7","6","7","1","1","5","3","69.86","64.2","74.93","97.11","0.29","2.59","95.07","0.37","4.56","98.68","0.24","1.09","0.05","0.06","0.05","1588","1","11","2","18","2","1","395","2","1174","10","1583","2","0","9","0","3","5","1468","14","21","4","95","34","1492","24","16","8","21","0","7","1158","331","113","39.3309","","2014-03-28 17:48:52"
"100607","Sambok","1599","1593","7311","3639","3672","27","0","22.3","99.1","4.6","1439","904","2068","132","1317","778","2140","215","2756","1682","4208","347","1761","20.5","18.6","22.6","73.7","468.5","7282","10","19","0","24.2","26.2","22.2","28.6","64","5.6","1.8","34.8","63.1","1.1","1","22.8","64.8","9.9","2.6","79.43","86.09","73.21","29.92","32.58","27.32","8","1286","793","425","11","3","22","1339","675","284","1","0","6","635","396","226","7","0","19","735","308","115","0","0","24","6","12","29","7","18","5","12","16","12","62.51","63.72","61.34","84.9","3.42","11.68","82.55","5.12","12.33","87.28","1.7","11.02","3.26","2.47","4.05","1475","4","83","31","132","23","0","778","3","657","0","1573","14","1","3","0","2","0","1333","83","90","87","0","11","14","59","414","0","842","253","0","115","640","838","270.383","","2014-03-28 17:48:52"
"060503","Sambour","2585","2578","12117","5925","6192","58.1","0","21.3","95.7","4.7","2232","1645","3499","194","2160","1473","3753","279","4392","3118","7252","473","3169","19.8","18.4","21.6","67.1","417.2","12115","0","2","0","23.8","24.7","23","29.6","64.4","4.4","1.7","34.7","63.7","0.9","0.8","25","65","7.6","2.5","69.92","79.37","61.26","30.91","34.1","27.91","44","2144","1068","659","38","8","105","2130","864","386","18","3","33","951","402","306","34","8","89","1001","255","153","12","2","14","3","2","15","2","15","2","1","3","0","60.78","58.72","62.73","91.42","0.76","7.82","89.51","0.79","9.69","93.09","0.73","6.18","0.26","0.38","0.15","2520","5","46","7","93","11","143","1742","4","585","0","2517","36","3","7","12","2","1","1457","222","166","678","55","68","651","350","898","5","506","2","98","790","896","892","208.702","","2014-03-28 17:48:52"
"100407","Sambour","1780","1774","8203","3973","4230","84.8","0","16.8","93.9","4.6","1524","976","2289","160","1513","984","2478","239","3037","1960","4767","399","2056","19.9","18.8","21.2","72.1","479.1","8091","104","8","0","23.8","24.9","22.8","29.4","62.8","5.2","2.6","34.1","63.8","1.1","1","25.2","61.9","8.8","4.1","84.82","89.34","80.75","30.12","31.79","28.58","21","1293","803","654","56","16","42","1505","809","504","23","0","16","605","407","386","38","15","32","798","345","278","8","0","18","3","8","31","16","18","3","7","34","15","53.29","57.72","49.18","75.56","3.12","21.33","72.14","4.55","23.32","79.27","1.57","19.16","0.88","0.9","0.86","1538","24","210","2","367","5","1","816","3","582","0","1634","118","2","17","0","3","0","1440","22","291","20","1","421","64","2","22","1","1158","105","1","438","771","565","96.75","","2014-03-28 17:48:52"
"030107","Sambour","2687","2684","12390","6117","6273","130.9","0","21.2","97.5","4.6","2255","1683","3640","222","2060","1539","3932","281","4315","3222","7572","503","3347","19.9","18.9","21.1","63.6","390.2","12375","12","3","0","23.4","24.3","22.6","31.5","61.5","4.7","2.3","34.6","62.7","1.7","1","28.6","60.4","7.5","3.5","69.8","76.7","63.47","26.76","29.17","24.46","13","1953","1278","612","18","0","19","2060","1035","398","4","1","9","813","609","354","14","0","17","948","376","197","2","0","13","6","2","42","8","13","6","4","31","5","66.41","65.24","67.54","88.58","3.65","7.77","86.7","3.96","9.35","90.33","3.36","6.31","0.09","0.15","0.03","2495","17","169","3","78","67","9","709","11","1808","2","2623","19","3","27","3","8","1","2219","106","259","30","70","83","1009","96","124","4","51","1316","1","723","1091","870","94.6611","","2014-03-28 17:48:52"
"050708","Sambour","1702","1700","8313","4013","4300","275.5","0","29.6","93.3","4.9","1388","1047","2469","156","1378","970","2736","186","2766","2017","5205","342","2369","21","19.9","21.8","59.7","397.2","8310","0","3","0","23.3","24.2","22.6","30.6","62.2","4.9","2.3","34.4","62.9","1.7","0.9","27.2","61.6","7.7","3.5","74.24","84.04","65.43","25.56","29.26","22.1","66","1262","960","460","17","12","71","1326","812","248","2","3","48","555","422","241","10","10","48","584","236","111","1","3","17","1","6","43","4","15","3","4","13","9","68.85","66.2","71.31","71.84","21.16","7","75.14","14.3","10.56","69.01","27.04","3.95","1.43","1.74","1.16","1682","4","12","2","27","37","3","332","8","1290","3","1665","4","2","22","1","6","0","1234","265","191","10","0","9","379","64","46","8","786","406","2","246","500","954","30.1783","","2014-03-28 17:48:52"
"170606","Sambuor","1219","1218","6042","2911","3131","40.4","0","16.7","93","4.9","1134","755","1697","80","1113","743","1887","131","2247","1498","3584","211","1627","19.6","18.6","20.5","68.6","405","6039","2","0","1","24.3","24.8","23.8","31.8","62.8","4.6","0.8","34","64.5","1","0.6","29.9","61.4","7.8","0.9","71.49","79.4","64.52","27.21","29.62","25.01","23","1367","453","117","5","0","13","1409","348","52","1","0","13","614","176","52","4","0","10","669","69","15","0","0","5","2","2","7","2","9","0","1","4","3","63.87","65.2","62.65","95.83","0.9","3.28","93.99","1.2","4.81","97.58","0.6","1.81","0.06","0.06","0.06","1184","0","33","1","32","1","0","1034","0","151","0","1187","0","3","23","0","5","0","1188","12","5","13","0","16","24","9","174","1","993","0","1","101","554","563","149.527","","2014-03-28 17:48:52"
"010210","Sambuor","1103","1102","6055","2927","3128","78.7","0","14.7","93.6","5.5","1226","798","1613","88","1218","771","1783","127","2444","1569","3396","215","1490","18.4","17.6","19.2","78.3","489.9","6055","0","0","0","23.4","24.7","22.3","28.2","66.2","4.7","1","31","67.1","1.6","0.4","25.7","65.3","7.4","1.5","77.26","85.95","69.53","29.43","32.32","26.72","20","1455","461","139","8","0","20","1473","370","44","5","0","8","744","157","63","3","0","6","753","49","10","3","0","29","10","8","59","11","38","3","8","30","15","65.56","64.02","67","96.78","0.06","3.15","95.59","17.72","4.41","97.85","0.12","2.03","0.49","0.65","0.35","1063","1","38","0","6","1","1","955","1","138","0","1096","1","1","3","0","1","0","1058","42","2","0","0","4","1","1","45","1","1050","0","0","25","309","768","76.9863","","2014-03-28 17:48:52"
"171008","Sambuor","751","749","3687","2000","1687","136.8","0","18.3","118.6","4.9","824","527","1138","38","559","385","1085","43","1383","912","2223","81","949","19.2","17.4","21.4","65.9","462.6","3683","0","4","0","24.2","24.8","23.4","35.1","61.5","2.3","1.1","40.6","58","0.6","0.8","29.3","65.2","4","1.5","73","78.23","67.55","28.73","32.28","24.68","390","593","222","87","2","1","228","521","191","61","1","0","113","272","104","32","2","1","138","248","67","23","1","0","18","5","2","2","2","10","1","2","1","0","58.09","61.76","53.91","77.41","12.12","10.48","70.62","17.13","12.25","86.35","5.51","8.14","1.01","0.69","1.42","730","3","14","2","18","6","2","340","0","383","0","724","7","2","12","1","3","0","634","78","29","1","7","36","666","14","6","1","1","1","24","436","280","33","26.9595","","2014-03-28 17:48:52"
"200413","Sambuor","1165","1162","4356","2084","2272","158.6","0","25","91.7","3.7","673","531","1322","89","716","445","1419","137","1389","976","2741","226","1184","23.1","21.1","25","58.9","370.8","4353","3","0","0","22.6","24","21.1","24","69.8","4.6","1.7","31.1","68","0.5","0.4","17.5","71.3","8.3","2.9","66.06","83.63","50.13","26.02","29.85","22.55","28","630","528","229","15","0","64","658","285","66","0","0","23","329","264","122","11","0","58","326","99","29","0","0","10","4","1","10","5","12","3","6","8","6","67.58","64.11","70.7","94.21","1.66","4.12","91.56","1.41","7.04","96.39","1.88","1.73","0.2","0.09","0.29","1146","0","16","0","1","4","0","716","0","441","0","1160","1","0","0","0","1","0","1088","16","44","14","0","84","982","49","19","0","15","0","13","880","157","125","27.4715","","2014-03-28 17:48:52"
"080612","Sambuor","1209","1207","5414","2562","2852","285.3","0","24.4","89.8","4.5","1036","687","1389","137","1017","587","1629","206","2053","1274","3018","343","1272","22.2","18.6","25","79.4","492.9","5404","1","0","9","23.2","24.4","21.8","23.5","66.2","7","3.3","28.2","68.7","1.7","1.3","19.6","64","11.4","5","87.38","93.05","82.67","28.63","32.11","25.57","32","1047","678","210","6","0","79","1350","507","126","3","0","21","536","333","116","6","0","65","859","190","66","3","0","8","2","3","16","5","13","3","1","10","4","66.15","63.89","68.14","95.71","0.47","3.83","93.96","0.52","5.53","97.15","0.42","2.43","0.13","0.15","0.12","1178","4","23","2","23","6","1","190","1","986","0","1189","6","1","6","0","5","0","873","39","71","224","0","11","905","109","75","11","89","6","1","254","747","206","18.976","","2014-03-28 17:48:52"
"200709","Sambuor","1628","1622","7028","3366","3662","160.4","0","27.4","91.9","4.3","1213","992","2022","131","1143","861","2339","180","2356","1853","4361","311","1914","20.8","19","23.2","61.2","360.5","7017","2","9","0","23.1","24","22.3","29.2","63.3","5.5","2.1","34.1","64.1","1.3","0.5","24.9","62.6","9.1","3.5","81.81","90.39","74.47","30.75","35.38","26.57","7","1140","912","508","31","2","34","1466","705","266","11","1","7","448","452","283","16","2","29","797","252","133","5","1","14","5","6","36","13","6","3","4","22","9","65.76","61.94","69.19","86.62","6","7.38","84.31","4.5","11.19","88.49","7.2","4.3","0.05","0.06","0.05","1600","6","16","0","281","5","33","353","3","947","0","1604","4","1","10","3","0","0","1155","101","142","223","1","44","1290","74","140","0","0","50","24","976","520","126","43.8031","","2014-03-28 17:48:52"
"211009","Sambuor","2402","2398","12037","5866","6171","216.8","0","23.3","95.1","5","1956","1707","3685","225","1993","1520","3861","317","3949","3227","7546","542","3186","20.6","19.6","21.8","59.5","334.3","12027","8","2","0","24.2","25.4","23.1","34.1","59.1","4.1","2.6","38.7","59.2","1.3","0.8","29.8","59.1","6.8","4.2","79.72","86.96","72.95","34.39","37.74","31.21","93","1600","1609","1051","37","28","170","1789","1354","711","21","7","66","570","758","560","25","9","117","808","567","331","7","0","24","5","2","48","13","20","4","3","44","11","62.65","59.62","65.56","95.52","1.24","3.25","94.89","0.72","4.39","96.06","1.68","2.25","0.06","0.13","0","2386","3","9","0","59","9","5","722","9","1593","1","2335","21","3","18","6","6","9","2101","155","65","44","33","76","310","33","141","66","1549","223","0","316","524","1558","55.5187","","2014-03-28 17:48:52"
"030503","Sambuor Meas","2709","2688","13454","6597","6857","940.1","100","24.5","96.2","4.9","2057","1717","4218","322","1869","1482","4545","443","3926","3199","8763","765","3719","22.9","21.4","24.5","53.5","328.6","12319","1128","7","0","25.6","27.1","24.1","34.9","55.9","6.3","2.9","40.5","56.7","1.6","1.2","29.8","55.1","10.6","4.5","87.36","92.91","82.32","31.78","35.27","28.47","89","1787","1612","1573","90","139","118","2054","1493","1230","82","62","66","768","843","821","69","77","106","1136","766","613","50","21","25","0","4","13","8","14","0","8","12","10","53.28","58.04","48.77","29.12","19.86","51.02","25.57","26.4","48.02","33.14","12.46","54.41","1.92","1.75","2.11","2559","75","51","3","2009","7","21","157","9","484","1","2143","126","12","383","18","6","0","982","307","1361","36","2","1614","214","153","314","5","14","374","0","1527","510","651","14.3119","","2014-03-28 17:48:52"
"080710","Sambuor Meas","2150","2147","10427","5154","5273","132","0","15.1","97.7","4.8","2052","1399","2944","158","2027","1306","3042","204","4079","2705","5986","362","2639","18.3","17.9","18.7","74.2","496.4","10427","0","0","0","22","23.1","20.7","28.2","66.2","3.4","2.3","32.6","65.6","0.8","1","24","66.7","5.8","3.5","68.87","76.56","61.52","28.68","30.82","26.57","10","1984","821","352","26","11","20","2041","566","161","4","1","7","741","390","187","22","8","16","839","176","84","2","0","12","4","4","23","8","13","2","2","7","2","61.71","61.97","61.45","91.27","2.77","5.96","89.25","2.29","8.46","93.27","3.25","3.48","0.26","0.3","0.23","2053","12","82","0","133","139","21","207","2","1644","1","2128","3","1","10","0","5","0","1863","47","151","79","7","32","16","1","4","0","1276","818","0","235","1466","446","79.0105","","2014-03-28 17:48:52"
"190404","Sameakki","1126","1103","6039","2984","3055","11.8","0","14.8","97.7","5.4","1176","851","1729","79","1140","830","1809","106","2316","1681","3538","185","1572","18.2","17.8","18.6","70.7","468.8","6038","0","1","0","25.1","26.4","23.8","36.4","57.5","3.9","2.1","40","58","1","0.9","33.1","57.1","6.6","3.2","75.42","82.47","68.77","33.34","33.62","33.07","39","1101","594","275","8","3","22","1119","497","176","6","1","20","481","276","121","4","3","16","513","165","33","3","0","15","2","1","17","8","15","2","5","11","2","59.14","61.31","57.06","83.01","4.29","12.7","76.76","6.1","17.15","89.47","2.42","8.1","0.54","0.6","0.48","1042","4","49","8","7","89","7","909","0","91","0","1086","12","3","1","0","1","0","852","101","121","15","14","10","111","34","37","1","867","1","42","49","530","524","512.677","","2014-03-28 17:48:52"
"160606","Sameakki","410","410","2367","1234","1133","33.6","0","5.9","108.9","5.8","492","323","703","39","432","253","685","16","924","576","1388","55","587","18.5","17.8","19.1","70.5","548.6","611","14","3","1739","21.3","22.5","19.9","23.8","73.7","1","1.5","30.1","69","0.1","0.8","17.1","78.6","2","2.3","31.46","39.89","22.54","3.68","4.44","2.8","12","183","83","48","0","0","13","99","50","15","0","1","12","106","54","38","0","0","10","41","25","9","0","1","0","2","1","5","2","3","0","0","2","0","68.97","66.8","71.44","97.67","0.38","1.96","96.63","0.59","2.79","98.76","0.15","1.08","0.08","0","0.16","395","2","13","0","3","22","1","202","14","147","21","407","0","0","2","0","1","0","380","5","7","18","0","0","78","68","104","0","160","0","0","54","104","252","70.3982","","2014-03-28 17:48:52"
"060406","Sameakki","767","765","3413","1619","1794","43.5","0","30.8","90.2","4.4","658","446","914","47","646","424","1072","76","1304","870","1986","123","889","19.2","17.5","21.2","71.9","438.7","3413","0","0","0","24.4","25.1","23.7","31","60.1","6.5","2.4","36.5","61.7","0.9","0.8","26.4","58.7","11.1","3.7","43.67","55.46","33.8","28.18","30.94","25.72","15","507","151","136","4","4","14","423","139","99","0","0","1","120","46","92","1","2","2","63","24","73","0","0","5","2","0","9","1","3","2","0","5","2","67.23","64.6","69.55","97.24","0.05","2.71","95.94","0.12","3.94","98.29","1.34","1.71","0.05","0","0.09","730","2","32","1","10","6","3","616","0","129","1","760","3","1","0","0","1","0","637","16","3","108","1","0","26","47","618","25","46","1","2","344","254","167","78.4256","","2014-03-28 17:48:52"
"180209","Sameakki","933","929","4569","2265","2304","21.2","0","32.4","98.3","4.9","980","578","1205","80","892","574","1301","111","1872","1152","2506","191","1117","17.8","16.9","18.7","82.3","558.6","4564","0","3","2","22.1","24.1","20.4","28.6","62.5","5.3","3.6","33.3","64","0.9","1.7","24.3","61.1","9.2","5.4","62.85","77.98","49.08","25.5","27.73","23.37","9","906","316","123","7","1","18","779","194","38","1","0","8","351","176","64","7","0","7","266","61","14","0","0","6","2","4","20","3","8","0","2","9","5","66.49","65.81","67.13","92.18","0.9","6.92","89.84","1.44","8.72","94.37","0.4","5.23","0.29","0.25","0.32","874","5","50","0","45","36","11","777","5","55","0","865","55","3","5","1","0","0","823","19","70","17","0","8","17","198","686","0","13","7","0","253","469","207","215.326","","2014-03-28 17:48:52"
"190104","Samkhuoy","463","449","2519","1301","1218","12.4","0","22.5","106.8","5.3","508","333","749","44","456","281","708","54","964","614","1457","98","615","19.2","18.9","19.3","72.9","561","2509","4","0","6","24.4","25.1","23.9","29.5","65","3.9","1.7","30.9","68.1","0.4","0.6","28","61.8","7.5","2.8","61.99","72.26","51.31","29.89","31.2","28.47","8","371","198","112","3","0","18","265","162","50","1","0","6","191","110","82","3","0","10","117","52","29","1","0","2","0","0","4","1","0","0","0","2","1","65.28","64.29","66.36","86.08","0.31","13.92","75.4","0.39","24.6","97.5","0.22","2.5","0.97","0.15","1.84","433","1","10","5","55","18","2","342","0","32","0","448","0","0","0","0","0","1","273","8","43","125","0","1","4","1","11","1","431","0","0","17","334","98","203.511","","2014-03-28 17:48:52"
"070110","Samlanh","1423","1420","6107","2960","3147","243.3","0","28.5","94.1","4.3","1131","870","1695","134","1052","729","1844","251","2183","1599","3539","385","1471","21","18.1","24.5","72.6","382.1","6085","12","10","0","24.2","25.8","22.6","28","61.5","7.7","2.8","35.1","62.3","1.6","1","21.8","60.9","12.9","4.4","81.04","91.58","71.84","36.9","41.97","32.16","10","905","724","571","99","4","15","984","577","462","47","3","4","377","333","287","78","3","10","524","239","229","32","1","17","1","4","17","15","19","2","2","19","13","58.24","55.15","61.11","90.5","0.59","8.91","85.68","0.72","13.6","94.54","0.48","4.98","0.23","0.36","0.12","1397","4","17","2","18","3","80","353","0","965","1","1399","10","0","8","0","3","0","1162","56","200","2","0","5","77","29","52","5","1247","5","0","335","588","497","25.1037","","2014-03-28 17:48:52"
"200207","Samlei","1577","1573","6456","3224","3232","123.4","0","21.9","99.8","4.1","1235","947","1870","119","1131","701","1925","176","2366","1648","3795","295","1509","21.1","18.4","24","70.1","410.9","6455","1","0","0","22.4","23.8","20.9","25.3","67","6.1","1.6","31.9","65.9","1.6","0.6","18.9","68","10.5","2.6","81.54","93.21","70.49","33.3","38.39","28.31","10","1052","974","452","11","0","11","1318","631","116","2","0","6","435","495","226","10","0","9","714","251","60","1","0","10","9","5","25","7","8","7","7","8","6","63.63","59.34","67.84","92.04","5.28","2.68","90.52","3.91","5.57","93.34","6.45","0.21","0.08","0.06","0.1","1538","2","33","0","26","7","1","569","3","953","14","1548","1","2","3","1","3","15","1407","27","46","92","1","73","1427","17","19","6","2","0","29","921","566","86","52.3201","","2014-03-28 17:48:52"
"020905","Samlout","1444","1433","7020","3721","3299","35.5","0","45.4","112.8","4.9","1299","998","2372","50","1197","950","2047","55","2496","1948","4419","105","1792","19","19.3","18.5","58.9","442","7006","11","3","0","23.3","25","21.2","31.1","64.9","2.1","1.9","36.6","61.1","0.9","1.5","24.8","69.3","3.4","2.5","75.86","83.77","66.75","29.62","29.29","30","25","1447","696","345","17","2","23","1297","464","124","7","1","13","653","314","217","13","1","15","523","111","65","4","1","24","11","10","163","14","14","3","5","23","11","67.44","68.29","66.48","87.47","2.84","9.69","83.18","4.66","12.15","92.46","0.72","6.82","1.28","0.84","1.78","1316","21","85","11","13","51","11","837","24","496","1","978","419","3","31","0","2","0","1164","76","123","62","8","48","598","173","76","1","504","18","15","99","565","769","197.554","","2014-03-28 17:48:52"
"030306","Sampong Chey","3656","3645","15301","7382","7919","274","0","34","93.2","4.2","2960","1988","4016","406","2702","1634","4622","595","5662","3622","8638","1001","3689","21.4","17.9","24.3","77.1","481.4","15289","2","8","2","23.4","24.6","22.3","25.5","64.8","7.2","2.5","31.5","65.5","2.2","0.7","20.4","64.2","11.3","4.1","76.01","84.78","68.58","29.96","33.9","26.4","46","2533","1583","837","59","7","63","2859","1327","569","9","1","29","1137","749","497","55","3","55","1550","527","351","8","0","29","8","17","76","24","37","16","12","34","25","65.6","62.41","68.48","93.13","1.51","5.36","90.44","1.74","7.81","95.33","1.32","3.34","0.3","0.32","0.28","3494","4","134","13","26","25","3","2709","1","878","3","3593","11","22","17","0","1","1","2943","143","360","173","26","46","134","327","2851","78","180","0","29","1156","1413","1076","55.8527","","2014-03-28 17:48:52"
"080412","Sampov Lun","4128","4106","20994","10439","10555","327.2","0","16.6","98.9","5","3194","2583","6788","457","2966","2456","7002","587","6160","5039","13790","1044","5881","22.5","21.7","23.5","52.2","313.2","19512","28","1436","18","25.3","26.7","24","36.1","58.9","3.2","1.9","39.8","58.1","1.2","0.9","32.5","59.6","5.1","2.8","78.88","85.77","72.3","26.34","28.09","24.62","471","3167","2365","1711","40","72","546","3390","1871","1168","17","9","284","1494","1183","853","28","57","372","1858","634","454","10","9","81","11","7","53","20","78","13","9","24","14","66.02","67.38","64.69","79.75","2.53","17.72","78.59","2.49","18.92","80.94","2.57","16.49","0.41","0.39","0.43","3997","29","73","7","2588","38","200","554","11","712","3","3538","220","6","257","75","8","2","2915","557","530","94","10","481","694","74","31","21","2021","770","14","827","1705","1574","64.1588","","2014-03-28 17:48:52"
"021001","Sampov Lun","356","355","1750","899","851","14.6","0","19.7","105.6","4.9","289","276","602","8","291","262","539","21","580","538","1141","29","463","18.9","19.1","18.8","53.4","380.1","1744","2","2","2","23.6","25","21.7","35.9","58.5","2.7","2.8","42.3","56.2","0.2","1.3","28.9","61.1","5.5","4.5","81.45","87.21","75.18","26.28","27.74","24.73","10","385","201","78","0","1","11","380","143","22","0","0","4","166","79","32","0","1","6","174","30","11","0","0","13","4","14","3","2","23","5","6","5","2","72","71.15","72.9","95.56","2","4.44","92.77","2.96","7.23","98.48","0.97","1.52","0.37","0.36","0.38","326","4","25","0","194","11","0","116","30","4","0","273","79","1","1","1","0","0","219","19","85","17","15","11","87","28","16","106","105","0","2","90","105","160","120.132","tentative boundary","2014-03-28 17:48:52"
