"old_shape_id","map_id","developer","adjustment_classification","dev_nationality","dev_address","intended_purpose","inv_intention","contract_duration_years","original_size_hectare","size_reference","contracting_authority","director","director_nationality","contract_date","sub_decree_granting_date","province","district","commune","municipality","land_conv","legal_documents","land_utilization_plan","eia_status","data_classification","reference","last_update","language","published_status"
"115","elc_gdc_176","Rattanak Stone","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","479","Not found","Not found","Not found","Not found","Not found","39658","Kratie","Snuol","Pi Thnu","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_99__29.07.2008.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_99__29.07.2008.pdf;</ul>","2015-10-05 00:00:00","English","1"
"112","elc_gdc_173","Reththy Kiri Sakor Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Unspecified crops","0","1400","Not found","Not found","Not found","Not found","Not found","40687","Kampong Speu","Thpong;Aoral","Ormlaing;Trapeang Chhou","Not found","Phnom Aural Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_95__24.05.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_64__06.04.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_95__24.05.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_64__06.04.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"109","elc_gdc_169","Rethy Granite (Cambodia) Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","1646","Not found","Not found","Not found","Not found","Not found","40623","Preah Vihear","Not found","Not found","Not found","Beng Per Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_52__21.03.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_17__25.01.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_52__21.03.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_17__25.01.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"7","elc_gdc_12","Sal Sophea Peanich Group Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber;Other crops;Animal husbandry","0","2995","Not found","Not found","Not found","Not found","Not found","40780","Kampong Thom","Not found","Not found","Not found","Beng Per Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_195__25.08.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_195__25.08.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"393","elc_od_232","Samnang Angkor Development Ltd.","No evidence of adjustment","Not found","174 Mondol​ 1 village, Svay Dangkom commune, Siem Reap district, Siem Reap province, Cambodia","Agro-industry","Unspecified crops","0","1225","Not found","Not found","Kong Samnang","Cambodian","2009-08-13","Not found","Kratie","Snuol","Pi Thnu","Not found","Snuol Wildlife Sanctuary","Not found","Not found","Not found","Government data partial","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_128__13.08.2009.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samnang_Angkor_Development_Ltd__10.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Samnang_Angkor__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samnang_Angkor_and_MOC_establishment_11.6.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_128__13.08.2009.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samnang_Angkor_Development_Ltd__10.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Samnang_Angkor__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samnang_Angkor_and_MOC_establishment_11.6.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"39","elc_gdc_45","Samrong Rubber Industries Pte. Ltd.","No evidence of adjustment","Cambodian","43 St. 288, Sangkat Boeung Keng Kang 1, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry","Rubber;Other crops","70","9658","MAFF","MAFF","Pang Nam","Cambodian","2006-04-12","Not found","Oddar Meanchey;Siem Reap","Anlong Veng;Varin","Not found","Not found","Not found","<ul><li>Letter No. 07/05 SRV dated 25 April 2005 by Company requesting for 9,658 hectares of land concession located in Varin District, Siem Reap Province and Anlong Veng District, Uddor Meanchey Province for investment in rubber and other trees plantation.</li> <li>Letter No. 722 KSK dated 14 February 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request land concession 9,658 hectares located in Varin District, Siem Reap Province and Anlong Veng District, Uddor Meanchey Province for investment in rubber and other trees plantation.</li> <li>Minute dated 22 March 2006 on study and evaluation on 9,658 hectares of land concession located in Varin District, Siem Reap Province and Anlong Veng District, Uddor Meanchey Province for investment in rubber and other trees plantation.</li> <li>Report dated 04 August 2006 on the result of study and evaluation on 9,658 hectares of land concession located in Varin District, Siem Reap Province and Anlong Veng District, Uddor Meanchey Province for investment in rubber and other trees plantation.</li> <li>Letter No. 251 SCN dated 17 February 2006 by Council Minister on the principle approval for 9,658 hectares of land concession located in Varin District, Siem Reap Province and Anlong Veng District, Uddor Meanchey Province for investment in rubber and other trees plantation.</li> <li>Letter No. 1954/174 KSK.NP.PK dated 20 April 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation for signing contract on 9,658 hectares of land concession.</li> <li>Letter No. 54 SBT dated 25 April 2006 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 12 April 2006 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samrong_Rubber_Industries_Pte_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samrong_Rubber_Industries__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samrong_Rubber_Industries_Pte_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Samrong_Rubber_Industries__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"78","elc_gdc_106","Seang Long Green Land Investment (Cambodia) Co. Ltd.","No evidence of adjustment","Chinese","100A St. 320, Sangkat Phsar Daeum Kor, Khan Tuol Kouk, Phnom Penh, Cambodia","Agro-industry","Rubber;Acacia","70","7000","MAFF","MAFF","Ma Sheng","Chinese","2009-12-08","Not found","Mondulkiri","Pech Chreada;Keo Seima","Chong Phlah;Pu Chrey","Not found","Not found","<ul><li>Letter no. 18/2008 dated 25 April 2008, by Company.</li> <li>Result on site survey dated 09 June 2008.</li> <li>Letter No. 3299/323 KSK dated 24 June 2008 by Ministry of Agriculture, Forestry and Fisheries, on provision 7,000 hectares of economic land concession located in Chong Plas Commune, Keoseyma District and Pu Chry Commune, Pech Chreada District, Mondulkiri Province.</li> <li>Letter No. 882 SCN dated 25 June 2008 by Council Minister.</li> <li>Letter No. 3650/372 KSK.NP.PK dated 16 July 2008 by Ministry of Agriculture, Forestry, and Forestry on requesting on full power delegation.</li> <li>Letter No. 61 SBT dated 21 July 2008 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 08 December 2009 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Seang_Long_Green_Land_Investment_Cambodia_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Seang_Long_Green_Land_Inv__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Seang_Long_Green_Land_Investment_Cambodia_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Seang_Long_Green_Land_Inv__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"16","elc_gdc_21","Sekong Aphivath Co. Ltd.","No evidence of adjustment","Cambodian","121Eo St. 146, Sangkat Phsar Depou 2, Khan Tuol Kouk, Phnom Penh, Cambodia","Agro-industry","Unspecified crops;Animal husbandry","70","9850","MAFF","MAFF","Chen Phally","Cambodian","2006-04-12","Not found","Stung Treng","Siem Pang","Not found","Not found","Not found","<ul><li>Letter 031/05 dated 24 November 2005 by Company requesting for 12,387 hectares of land concession located in Siem Pang District, Stung Treng Province.</li> <li>Letter No. 1222 KSK dated 14 March 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request land concession 12,387 hectares located in Siem Pang District, Stung Treng Province for investment in Agro-industry and animal husbandry.</li> <li> Minute dated 19 January 2006 on study and evaluation on 12,387 hectares of land concession located in Siem Pang District, Stung Treng Province for investment in Agro-industry and animal husbandry.</li> <li>Report dated 20 January 2006 on the result of study and evaluation on 12,387 hectares of land concession located in Siem Pang District, Stung Treng Province for investment in Agro-industry and animal husbandry.</li> <li>Letter No. 439 SCN dated 16 March 2006 by Council Minister on the principle approval for 9,850 hectares of land concession located in Siem Pang District, Stung Treng Province for investment in Agro-industry and animal husbandry.</li> <li>Letter No. 1398 KSK dated 17 March 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation for signing contract on 9,850 hectares of land concession.</li> <li>Letter No. 31 SBT dated 28 March 2006 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Minute dated 20 June 2006 on study for identification of boundary, investigate on concerned area in land concession 9,850 hectares located in Siem Pang District, Stung Treng Province for investment in Agro-industry and animal husbandry.</li> <li>Report dated 26 June 2006 on the result of study for identification of boundary, investigate on concerned area in land concession 9,850 hectares located in Siem Pang District, Stung Treng Province for investment in Agro-industry and animal husbandry.</li> <li>Receipt No. 79635 dated 12 April 2006 by National Bank of Cambodia.</li> <li>Signed the contract on 12 April 2006 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sekong_Aphivath__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sekong_Aphivath_Establishment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sekong_Aphivath_and_MOC_establishment_29.05.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sekong_Aphivath__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sekong_Aphivath_Establishment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sekong_Aphivath_and_MOC_establishment_29.05.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"194","elc_gdc_282","Sesan Kiri Joint Stock Investment Trading","No evidence of adjustment","Not found","121EoE1 St.5, Sangkat Toul Sangker, Khan Russey Keo, Phnom Penh","Agro-industry","Not found","0","4720.513","Not found","Not found","Huot Dy","Cambodian","Not found","Not found","Ratanakiri","Lumphat","Not found","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sesan_Kiri_Joint_Stock_Investment_Trading__09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sesan_Kiri_Joint_Stock_Investment_Trading__10.01.2013.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sesan_Kiri_Joint_Stock_Investment_Trading__09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sesan_Kiri_Joint_Stock_Investment_Trading__10.01.2013.pdf;</ul>","2015-10-05 00:00:00","English","1"
"131","elc_gdc_197","Sinomexim Investment Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-tourism","Agro-tourism","0","4280","Not found","Not found","Not found","Not found","Not found","40746","Koh Kong","Not found","Not found","Not found","Botum Sakor National Park","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_171__22.07.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_171__22.07.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"106","elc_gdc_166","Sitthi Agriculture Plantation Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","500","Not found","Not found","Ho Sitthikun","Not found","Not found","40683","Mondulkiri","Pech Chreada","Not found","Not found","Phnom Namlear Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_85__20.05.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_24__09.02.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sitthi_Agriculture_Plantation_and_MOC_establishment__11.6.2014.png;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_85__20.05.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_24__09.02.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sitthi_Agriculture_Plantation_and_MOC_establishment__11.6.2014.png;</ul>","2015-10-05 00:00:00","English","1"
"183","elc_gdc_256","Siv Guek Investment Co. Ltd.","No evidence of adjustment","Cambodian","Village 5, Chup Commune, Tboung Khmum District, Kampong Cham Province, Cambodia","Agro-industry","Unspecified crops;Animal husbandry","70","488","MAFF","MAFF","Eung Siv Guek","Cambodian","2007-09-07","Not found","Kampong Thom","Santuk","Kraya","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Siv_Guek_Investment__07.09.2007.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Siv_Guek_Investment__07.09.2007.pdf;</ul>","2015-10-05 00:00:00","English","1"
"209","elc_od_141","Snuol Investment Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","1000","Not found","Not found","Heng Li Hong","Not found","2007-02-08","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Snuol_Investment__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Snuol_Investment_and_MOC_amendment_No_1__10.6.2014.png;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Snuol_Investment__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Snuol_Investment_and_MOC_amendment_No_1__10.6.2014.png;</ul>","2015-10-05 00:00:00","English","1"
"226","elc_od_295","Snuoul Rubber Plantation","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","4829","Not found","Not found","Not found","Not found","2008-06-10","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Snuoul_Rubber__08.04.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Snuoul_Rubber__08.04.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"161","elc_gdc_232","Sovann Vuthy Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","5000","Not found","Not found","Nguyen Cong Thanh","Not found","Not found","40623","Kratie","Snuol","Pi Thnu","Not found","Snuol Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_49__21.03.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_154__06.12.2010.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sovann_Vuthy_and_MOC_amendment_No_2__06.04.2012.png;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_49__21.03.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_154__06.12.2010.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sovann_Vuthy_and_MOC_amendment_No_2__06.04.2012.png;</ul>","2015-10-05 00:00:00","English","1"
"149","elc_gdc_219","Sovannaphum Viniyok Kase-Usahakam","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","9913","Not found","Not found","Not found","Not found","Not found","40742","Preah Vihear","Rovieng","Romony","Not found","Beng Per Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_160__18.07.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_76__03.05.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_160__18.07.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_76__03.05.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"160","elc_gdc_231","Srun Sovannaphoum Investment Co. Ltd.","No evidence of adjustment","Not found","462 Preah Monivong Boulevard, Sangkat Tonle Bassac, Khan Chamkarmorn, Phnom Penh, Cambodia","Agro-industry","Rubber","0","8998","Not found","Not found","Ang Sophanit","Not found","Not found","40683","Ratanakiri","Ta Veng","Not found","Not found","Vireak Chey National Park","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_90__20.05.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_28__15.02.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Srun_Sovannaphoum_Investment_Co_Ltd__10.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_90__20.05.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_28__15.02.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Srun_Sovannaphoum_Investment_Co_Ltd__10.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"208","elc_od_140","Taing Lux","No evidence of adjustment","Cambodian","Not found","Agro-industry","Not found","0","1000","Not found","Not found","Taing Lux","Cambodian","2006-12-13","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Government data Partial","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Taing_Lux__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/map_taing_lux__13.12.2006.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Taing_Lux__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/map_taing_lux__13.12.2006.pdf;</ul>","2015-10-05 00:00:00","English","1"
"114","elc_gdc_175","Therak Viniyo (previously SL International Ltd.)","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","520","Not found","Not found","Not found","Not found","Not found","39658","Kratie","Snuol","Pi Thnu","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_100__29.07.2008.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_100__29.07.2008.pdf;</ul>","2015-10-05 00:00:00","English","1"
"79","elc_gdc_107","Thy Nga Development and Investment Co. Ltd.","No evidence of adjustment","Cambodian","92, Preah Norodom Boulevard, Sangkat Chakto Mukh, Khan Doun Penh, Phnom Penh, Cambodia","Agro-industry","Rubber","70","6060","MAFF","MAFF","Leng Rithy","Vietnamese","2009-09-25","Not found","Preah Vihear","Rovieng","Not found","Not found","Not found","<ul><li>Proposal by company no. 001/TN/08 dated 01 July 2008</li> <li>Result of study on the proposed site dated 14 November 2008.</li> <li>Letter No. 1650 SCN dated 16 December 2008 by Council Minister</li> <li>Letter No. 77 SBT dated 28 August 2009 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 25 September 2009 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Thy_Nga_Development_and_Investment_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Thy_Nga_Dev_and_Inv__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Thy_Nga_Development_and_Investment_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Thy_Nga_Dev_and_Inv__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"203","elc_od_41","Tomring Rubber Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","6200","Not found","Not found","Not found","Not found","2001-08-01","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Tumring_Rubber__08.04.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Tumring_Rubber__08.04.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"197","elc_gdc_264","Tonle Sugar Cane Co. Ltd.","No evidence of adjustment","Thai","60 St. 199, Sangkat Tuol Svay Prey 1, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry; Processing factory","Sugarcane;Processing plant","70","6618","MAFF","MAFF","Buntoeng Vongkusolkit","Thai","2008-02-24","Not found","Oddar Meanchey","Chong Kal","Pongro;Chong Kal","Not found","Not found","<ul><li>Application for investment dated 08 March 2007 by River Sugar cane company</li> <li>Minute dated 22 June 2007 on study and evaluation on the proposed area for sugar plantation and construction processing factory located in Pong Ro and Chongkal Communes, Chongkal District, Uddor Meanchey Province</li> <li>Letter No. 1475 SCN dated 05 October 2007 by Council Minister on the principle approval for 6,618 hectares located inPong Ro and Chongkal Communes, Chongkal District, Uddor Meanchey Province for sugar plantation and construction processing factory</li> <li>Letter No. 84 SCN dated 21 January 2008 by Council Minister</li> <li>Letter No. 6960/592 KSK.NP.PK dated 18 December 2007 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation for signing contract on 6,618 hectares.</li> <li>Letter No. 129 SBT dated 28 December 2007 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with Angkor Sugar company.</li> <li>Signed the contract on 24 January 2008 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Equitable_Cambodia_Bittersweet_Harvest_Final__2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/River_Sugar_Cane_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/River_Sugarcane__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_131__23.08.2012.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Equitable_Cambodia_Bittersweet_Harvest_Final__2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/River_Sugar_Cane_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/River_Sugarcane__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_131__23.08.2012.pdf;</ul>","2015-10-05 00:00:00","English","1"
"127","elc_gdc_192","Trach Niem​ Huu Han Dau Tu-Phat Trien Dai Nam (Cambodia) Co. Ltd.","No evidence of adjustment","Vietnamese","145Eo St. 51, Sangkat Boeung Raing, Khan Daun Penh, Phnom Penh","Agro-industry","Rubber;Toona sureni;Other crops","0","4468","Not found","Not found","Lau Duc Duy","Vietnamese","Not found","40201","Kratie","Snuol","Not found","Not found","Snuol Wildlife Sanctuary","Not found","Not found","[2010] Feasibility study","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_NGOF__09.11.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_received_by_NGOF_September_2013.xlsx;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_06__08.01.2010.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_NGOF__09.11.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_received_by_NGOF_September_2013.xlsx;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_06__08.01.2010.pdf;</ul>","2015-10-05 00:00:00","English","1"
"147","elc_gdc_217","Try Pheap Import Export Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Rubber","0","9916","Not found","Not found","Try Pheap","Not found","Not found","40682","Preah Vihear","Not found","Not found","Not found","Beng Per Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_82__19.05.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_82__19.05.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
